scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene4,30.0,14,-4.734800430960773,FALSE,196.56,1.683,11.4,0.0000,0.0000,-0.9828
scene4,30.0,15,-3.000504172556999,FALSE,-0.90,0.265,6.9,0.0000,0.1314,0.1359
scene4,30.0,16,-4.2652453015333816,FALSE,98.28,1.215,80.5,0.0520,0.1605,-0.2788
scene4,30.0,17,5.318371210608137,FALSE,236.95,1.176,8.9,0.0000,0.0000,-1.1847
scene4,30.0,18,-0.40719864343334405,FALSE,33.91,0.138,29.0,0.0000,0.0000,-0.1695
scene4,30.0,19,1.4256829066046361,FALSE,189.82,1.594,6.3,0.0000,0.0000,-0.9491
scene4,50.0,0,8.51287002884967,FALSE,306.21,0.696,12.1,0.0000,0.0000,-1.5311
scene4,50.0,1,-6.117478077665798,FALSE,280.92,2.179,15.2,0.0000,0.0000,-1.4046
scene4,50.0,2,-5.663710314470297,FALSE,19.50,0.131,21.1,0.0000,0.1361,0.0385
scene4,50.0,3,-2.6169490167678564,FALSE,38.02,0.751,133.5,0.6662,0.0917,0.5677
scene4,50.0,4,-9.940915836272172,FALSE,111.52,0.021,31.6,0.0000,0.0318,-0.5258
scene4,50.0,5,8.601777893332034,FALSE,36.89,0.382,49.6,0.0000,0.1189,-0.0655
scene4,50.0,6,10.199385322982971,FALSE,269.01,4.560,31.9,0.0000,0.0000,-1.3450
scene4,50.0,7,-4.523435133326715,FALSE,50.39,0.313,145.6,0.9054,0.0882,0.7416
scene4,50.0,8,5.575600108778455,FALSE,322.34,1.217,176.3,1.6712,0.1607,0.2202
scene4,50.0,9,-1.8865249639391704,FALSE,2.27,0.414,45.2,0.0000,0.1627,0.1514
scene4,50.0,10,-1.5953548398731747,FALSE,6.25,0.231,125.5,0.5292,0.1152,0.6131
scene4,50.0,11,-8.037586699820128,FALSE,180.74,3.702,115.3,0.3771,0.1809,-0.3458
scene4,50.0,12,4.286115547677766,FALSE,-7.10,0.629,55.1,0.0000,0.0362,0.0717
scene4,50.0,13,-7.630605749781513,FALSE,91.81,0.906,172.3,1.5559,0.0979,1.1948
scene4,50.0,14,-1.0943226117484401,FALSE,257.58,3.931,65.3,0.0035,0.0000,-1.2844
scene4,50.0,15,3.8112530234100332,FALSE,59.33,0.104,9.2,0.0000,0.0927,-0.2040
scene4,50.0,16,6.458871319608199,FALSE,255.29,0.039,128.5,0.5800,0.1842,-0.5122
scene4,50.0,17,3.939518725474499,FALSE,24.45,0.157,114.6,0.3681,0.0618,0.3076
scene4,50.0,18,7.359101521805349,FALSE,183.91,8.229,8.1,0.0000,0.0000,-0.9195
scene4,50.0,19,5.894034152638769,FALSE,-7.33,0.380,109.2,0.2992,0.0825,0.4184
scene_wheel,10.0,0,3.770002553242835,FALSE,3.58,0.146,100.4,0.2014,0.0000,0.1835
scene_wheel,10.0,1,0.9730704389867197,FALSE,-3.37,0.013,7.4,0.0000,0.0000,0.0169
scene_wheel,10.0,2,0.41504541149681856,FALSE,1.24,0.363,13.9,0.0000,0.1934,0.1872
scene_wheel,10.0,3,-5.470351237766176,FALSE,-3.43,0.109,7.0,0.0000,0.0000,0.0171
scene_wheel,10.0,4,8.760999046046189,FALSE,7.39,0.232,4.4,0.0000,0.0000,-0.0370
scene_wheel,10.0,5,0.7564787264893944,FALSE,-1.88,0.974,15.8,0.0000,0.0000,0.0094
scene_wheel,10.0,6,6.147071135917549,FALSE,164.09,10.131,153.8,1.0873,0.1882,0.4550
scene_wheel,10.0,7,-6.461589185787197,FALSE,-5.48,0.678,30.3,0.0000,0.0000,0.0274
scene_wheel,10.0,8,-2.215316015709696,FALSE,4.39,1.883,168.2,1.4458,0.1860,1.6099
scene_wheel,10.0,9,6.540718852083838,FALSE,164.61,1.448,3.9,0.0000,0.1892,-0.6339
scene_wheel,10.0,10,4.882121988217438,FALSE,-3.77,1.555,175.2,1.6393,0.0162,1.6743
scene_wheel,10.0,11,3.2925722456988056,FALSE,4.56,0.514,1.1,0.0000,0.0000,-0.0228
scene_wheel,10.0,12,-8.773149887958256,FALSE,5.72,0.169,173.7,1.5948,0.1681,1.7343
scene_wheel,10.0,13,-8.007907963374247,FALSE,2.62,0.775,1.4,0.0000,0.0000,-0.0131
scene_wheel,10.0,14,9.275603510474923,FALSE,0.58,0.253,4.0,0.0000,0.0000,-0.0029
scene_wheel,10.0,15,10.70943186638397,FALSE,7.91,0.482,171.7,1.5401,0.1795,1.6800
scene_wheel,10.0,16,5.932869177597035,FALSE,9.44,0.721,29.1,0.0000,0.1904,0.1432
scene_wheel,10.0,17,3.4220120238399145,FALSE,-0.27,0.852,173.3,1.5853,0.0038,1.5905
scene_wheel,10.0,18,-0.969323796096655,FALSE,4.65,1.756,4.9,0.0000,0.1928,0.1696
scene_wheel,10.0,19,-0.06089661767172405,FALSE,-1.55,1.023,14.8,0.0000,0.0000,0.0077
scene_wheel,30.0,0,4.709892854278603,FALSE,8.23,0.803,4.8,0.0000,0.0050,-0.0362
scene_wheel,30.0,1,9.890995761369055,FALSE,6.74,1.185,14.4,0.0000,0.0000,-0.0337
scene_wheel,30.0,2,3.030853845210067,FALSE,-4.35,1.420,175.1,1.6356,0.0035,1.6609
scene_wheel,30.0,3,-4.634399964819504,FALSE,2.14,0.585,8.8,0.0000,0.0000,-0.0107
scene_wheel,30.0,4,7.345352283351935,FALSE,6.77,0.621,175.1,1.6344,0.0031,1.6037
scene_wheel,30.0,5,9.748830145037603,FALSE,14.83,0.161,0.5,0.0000,0.0000,-0.0741
scene_wheel,30.0,6,-1.1773576564518324,FALSE,-0.95,0.696,7.5,0.0000,0.0000,0.0047
scene_wheel,30.0,7,-1.7495459955731238,FALSE,7.01,0.292,6.0,0.0000,0.1936,0.1585
scene_wheel,30.0,8,-9.942867795674475,FALSE,-3.64,0.123,8.8,0.0000,0.0000,0.0182
scene_wheel,30.0,9,-8.199592299012352,FALSE,6.16,0.441,24.4,0.0000,0.0000,-0.0308
scene_wheel,30.0,10,-2.1835078857593384,FALSE,0.23,1.075,10.1,0.0000,0.1849,0.1837
scene_wheel,30.0,11,-8.768323375423096,FALSE,9.07,0.277,29.2,0.0000,0.0000,-0.0454
scene_wheel,30.0,12,8.818961580551909,FALSE,3.64,1.109,27.7,0.0000,0.0000,-0.0182
scene_wheel,30.0,13,4.7516781378384305,FALSE,-3.78,1.441,100.7,0.2043,0.0066,0.2298
scene_wheel,30.0,14,-9.33791199092726,FALSE,2.36,0.241,10.9,0.0000,0.0000,-0.0118
scene_wheel,30.0,15,8.903126193815172,FALSE,8.14,1.060,10.9,0.0000,0.0000,-0.0407
scene_wheel,30.0,16,0.9454344639566441,FALSE,2.75,0.115,1.2,0.0000,0.0000,-0.0137
scene_wheel,30.0,17,-2.1220535336235087,FALSE,8.98,1.145,169.3,1.4738,0.1026,1.5315
scene_wheel,30.0,18,10.208183665121954,FALSE,10.07,0.645,0.6,0.0000,0.0000,-0.0504
scene_wheel,30.0,19,1.0069120858781002,FALSE,6.25,0.554,102.5,0.2235,0.0000,0.1922
scene_wheel,50.0,0,-3.2401957082633834,FALSE,10.12,1.150,7.7,0.0000,0.0000,-0.0506
scene_wheel,50.0,1,3.5148038088980686,FALSE,7.51,0.084,2.5,0.0000,0.1941,0.1566
scene_wheel,50.0,2,-8.366263138559187,FALSE,9.49,0.717,164.4,1.3468,0.0659,1.3652
scene_wheel,50.0,3,-4.3312183461274065,FALSE,-3.60,0.523,30.4,0.0000,0.0000,0.0180
scene_wheel,50.0,4,-4.805432335988545,FALSE,0.99,0.543,161.3,1.2670,0.0126,1.2747
scene_wheel,50.0,5,-4.3284874816647605,FALSE,9.40,0.365,40.2,0.0000,0.0000,-0.0470
scene_wheel,50.0,6,-3.5434396333754283,FALSE,12.47,0.838,18.8,0.0000,0.0231,-0.0393
scene_wheel,50.0,7,-2.250454262657185,FALSE,2.70,0.627,12.0,0.0000,0.1849,0.1714
scene_wheel,50.0,8,2.088632630796953,FALSE,8.72,0.602,13.2,0.0000,0.0000,-0.0436
scene_wheel,50.0,9,-5.552979699266121,FALSE,2.66,1.079,6.6,0.0000,0.0000,-0.0133
scene_wheel,50.0,10,11.156149909879026,FALSE,6.52,1.250,0.2,0.0000,0.0000,-0.0326
scene_wheel,50.0,11,-3.094628262575576,FALSE,4.24,0.758,2.4,0.0000,0.0000,-0.0212
scene_wheel,50.0,12,-10.477387124482526,FALSE,9.79,1.349,19.3,0.0000,0.0000,-0.0490
scene_wheel,50.0,13,-11.09022181542544,FALSE,7.86,0.183,23.6,0.0000,0.0000,-0.0393
scene_wheel,50.0,14,-6.072895933711872,FALSE,8.81,0.054,61.2,0.0002,0.1935,0.1496
scene_wheel,50.0,15,4.770896759671503,FALSE,2.99,1.463,45.6,0.0000,0.1018,0.0868
scene_wheel,50.0,16,9.672617727044038,FALSE,6.15,1.172,9.4,0.0000,0.0000,-0.0307
scene_wheel,50.0,17,-5.4238953827639955,FALSE,12.26,1.260,165.2,1.3655,0.0010,1.3052
scene_wheel,50.0,18,8.232623546675248,FALSE,10.07,0.387,18.6,0.0000,0.0000,-0.0504
scene_wheel,50.0,19,-1.3841631437609292,FALSE,-0.85,0.983,146.9,0.9334,0.0010,0.9386
