,mass_A,,,,mass_C,,,,mass_B,,mass_C,,,,
t,x,y,vx,vy,x,y,vx,vy,θ,ω,x,y,vx,vy,θ
2.1E-01,8.723275E-02,3.054242E-03,-3.148065E-01,4.524788E-03,9.392161E-02,3.117367E-03,-2.963637E-01,-9.484195E-04,1.441253E+03,6.723891E+03,9.392161E-02,3.117367E-03,-2.963637E-01,-9.484195E-04,1.901015E+00
2.11E-01,8.692572E-02,3.072928E-03,-3.188795E-01,3.460672E-02,9.361661E-02,3.119774E-03,-3.104174E-01,9.527984E-04,1.448302E+03,7.488989E+03,9.361661E-02,3.119774E-03,-3.104174E-01,9.527984E-04,1.908676E+00
2.12E-01,8.659499E-02,3.123455E-03,-3.102284E-01,1.953138E-02,9.330077E-02,3.119272E-03,-2.90911E-01,-3.937113E-03,1.456231E+03,6.347048E+03,9.330077E-02,3.119272E-03,-2.90911E-01,-3.937113E-03,1.914824E+00
2.13E-01,8.630526E-02,3.11199E-03,-3.029487E-01,-1.321596E-02,9.303478E-02,3.1119E-03,-2.767987E-01,2.117571E-03,1.460996E+03,6.903991E+03,9.303478E-02,3.1119E-03,-2.767987E-01,2.117571E-03,1.91576E+00
2.14E-01,8.598909E-02,3.097023E-03,-3.178615E-01,7.473285E-03,9.274717E-02,3.123507E-03,-2.910738E-01,1.815426E-02,1.470039E+03,1.17944E+04,9.274717E-02,3.123507E-03,-2.910738E-01,1.815426E-02,1.928858E+00
2.15E-01,8.566954E-02,3.126937E-03,-3.10988E-01,1.320397E-02,9.245264E-02,3.148209E-03,-2.97328E-01,-1.800471E-02,1.484584E+03,1.296866E+04,9.245264E-02,3.148209E-03,-2.97328E-01,-1.800471E-02,1.950289E+00
2.16E-01,8.536711E-02,3.123431E-03,-2.87135E-01,-1.714797E-02,9.215252E-02,3.087498E-03,-2.970985E-01,-2.375575E-02,1.495976E+03,9.286681E+03,9.215252E-02,3.087498E-03,-2.970985E-01,-2.375575E-02,1.918932E+00
2.17E-01,8.509527E-02,3.092641E-03,-2.703808E-01,-2.38463E-03,9.185844E-02,3.100697E-03,-3.064878E-01,8.531527E-03,1.503158E+03,1.358487E+04,9.185844E-02,3.100697E-03,-3.064878E-01,8.531527E-03,1.933295E+00
2.18E-01,8.482635E-02,3.118662E-03,-2.761013E-01,2.109589E-02,9.153954E-02,3.104561E-03,-3.208007E-01,-1.663818E-03,1.523146E+03,1.416001E+04,9.153954E-02,3.104561E-03,-3.208007E-01,-1.663818E-03,1.94244E+00
2.19E-01,8.454307E-02,3.134833E-03,-2.8916E-01,1.80731E-02,9.121756E-02,3.094876E-03,-3.306951E-01,-4.03006E-03,1.531478E+03,7.480651E+03,9.121756E-02,3.094876E-03,-3.306951E-01,-4.03006E-03,1.943215E+00
2.2E-01,8.424803E-02,3.154808E-03,-3.137565E-01,4.603902E-03,9.087815E-02,3.096501E-03,-3.339939E-01,1.050998E-02,1.538107E+03,8.440449E+03,9.087815E-02,3.096501E-03,-3.339939E-01,1.050998E-02,1.95149E+00
2.21E-01,8.391555E-02,3.144041E-03,-3.403861E-01,-1.098964E-02,9.054958E-02,3.115896E-03,-3.293177E-01,1.723146E-03,1.548359E+03,6.146278E+03,9.054958E-02,3.115896E-03,-3.293177E-01,1.723146E-03,1.970824E+00
2.22E-01,8.356726E-02,3.132829E-03,-3.326759E-01,-4.797018E-03,9.021952E-02,3.099947E-03,-3.143633E-01,-1.012045E-02,1.5504E+03,5.307109E+03,9.021952E-02,3.099947E-03,-3.143633E-01,-1.012045E-02,1.967912E+00
2.23E-01,8.32502E-02,3.134447E-03,-3.160927E-01,-3.087348E-04,8.992085E-02,3.095656E-03,-3.003965E-01,-4.14345E-03,1.558973E+03,7.429814E+03,8.992085E-02,3.095656E-03,-3.003965E-01,-4.14345E-03,1.971712E+00
2.24E-01,8.293507E-02,3.132211E-03,-3.199267E-01,-1.648377E-03,8.961872E-02,3.09166E-03,-3.037932E-01,1.753394E-03,1.56526E+03,6.041899E+03,8.961872E-02,3.09166E-03,-3.037932E-01,1.753394E-03,1.975802E+00
2.25E-01,8.261035E-02,3.13115E-03,-3.275499E-01,-1.539682E-02,8.931326E-02,3.099162E-03,-3.153089E-01,-4.93947E-03,1.571057E+03,5.757752E+03,8.931326E-02,3.099162E-03,-3.153089E-01,-4.93947E-03,1.987361E+00
2.26E-01,8.227997E-02,3.101418E-03,-3.118222E-01,-1.876421E-02,8.898811E-02,3.081781E-03,-3.000212E-01,-2.664511E-02,1.576775E+03,6.110395E+03,8.898811E-02,3.081781E-03,-3.000212E-01,-2.664511E-02,1.983439E+00
2.27E-01,8.198671E-02,3.093621E-03,-3.047605E-01,-9.574097E-03,8.871322E-02,3.045872E-03,-2.972973E-01,-5.680265E-03,1.583278E+03,7.130259E+03,8.871322E-02,3.045872E-03,-2.972973E-01,-5.680265E-03,1.966416E+00
2.28E-01,8.167045E-02,3.082269E-03,-3.153398E-01,-1.531612E-02,8.839351E-02,3.070421E-03,-2.973391E-01,2.085942E-02,1.591036E+03,5.704432E+03,8.839351E-02,3.070421E-03,-2.973391E-01,2.085942E-02,1.989416E+00
2.29E-01,8.135603E-02,3.062989E-03,-3.034946E-01,-2.715624E-02,8.811854E-02,3.087591E-03,-2.801872E-01,1.797921E-02,1.594686E+03,5.960162E+03,8.811854E-02,3.087591E-03,-2.801872E-01,1.797921E-02,2.006769E+00
2.3E-01,8.106346E-02,3.027957E-03,-3.100231E-01,-1.820318E-02,8.783314E-02,3.106379E-03,-3.034046E-01,3.117588E-03,1.602956E+03,7.131735E+03,8.783314E-02,3.106379E-03,-3.034046E-01,3.117588E-03,2.025526E+00
2.31E-01,8.073598E-02,3.026583E-03,-3.099259E-01,-1.824818E-02,8.751173E-02,3.093826E-03,-2.967393E-01,-1.626624E-02,1.60895E+03,6.31778E+03,8.751173E-02,3.093826E-03,-2.967393E-01,-1.626624E-02,2.02475E+00
2.32E-01,8.044361E-02,2.99146E-03,-2.99312E-01,-3.505547E-02,8.723966E-02,3.073847E-03,-2.807101E-01,-1.357851E-02,1.615591E+03,6.253795E+03,8.723966E-02,3.073847E-03,-2.807101E-01,-1.357851E-02,2.017954E+00
2.33E-01,8.013736E-02,2.956472E-03,-3.117546E-01,-2.503168E-02,8.695031E-02,3.066669E-03,-2.967814E-01,-3.169732E-04,1.621457E+03,6.225039E+03,8.695031E-02,3.066669E-03,-2.967814E-01,-3.169732E-04,2.01994E+00
2.34E-01,7.98201E-02,2.941397E-03,-3.179828E-01,-1.086496E-02,8.66461E-02,3.073213E-03,-3.067601E-01,5.733889E-03,1.628042E+03,7.107798E+03,8.66461E-02,3.073213E-03,-3.067601E-01,5.733889E-03,2.031348E+00
2.35E-01,7.950139E-02,2.934742E-03,-3.094738E-01,-1.650149E-02,8.633679E-02,3.078137E-03,-3.068408E-01,-6.718593E-03,1.635673E+03,7.862895E+03,8.633679E-02,3.078137E-03,-3.068408E-01,-6.718593E-03,2.041882E+00
2.36E-01,7.920116E-02,2.908394E-03,-3.138606E-01,-3.031601E-02,8.603241E-02,3.059776E-03,-2.983344E-01,-4.12481E-03,1.643767E+03,7.390132E+03,8.603241E-02,3.059776E-03,-2.983344E-01,-4.12481E-03,2.036888E+00
2.37E-01,7.887367E-02,2.87411E-03,-3.163732E-01,-2.938505E-02,8.574012E-02,3.069887E-03,-2.994195E-01,1.032782E-02,1.650453E+03,7.052976E+03,8.574012E-02,3.069887E-03,-2.994195E-01,1.032782E-02,2.050574E+00
2.38E-01,7.856841E-02,2.849624E-03,-3.145102E-01,-1.20569E-02,8.543357E-02,3.080431E-03,-3.183828E-01,2.934757E-03,1.657873E+03,7.015376E+03,8.543357E-02,3.080431E-03,-3.183828E-01,2.934757E-03,2.064988E+00
2.39E-01,7.824465E-02,2.849996E-03,-3.062571E-01,-1.871263E-03,8.510336E-02,3.075757E-03,-3.294659E-01,-2.912215E-03,1.664484E+03,8.641412E+03,8.510336E-02,3.075757E-03,-3.294659E-01,-2.912215E-03,2.06985E+00
2.4E-01,7.79559E-02,2.845881E-03,-2.831701E-01,1.999603E-03,8.477464E-02,3.074607E-03,-3.33664E-01,1.70839E-03,1.675156E+03,9.18678E+03,8.477464E-02,3.074607E-03,-3.33664E-01,1.70839E-03,2.077093E+00
2.41E-01,7.767831E-02,2.853995E-03,-2.726859E-01,-3.253336E-03,8.443603E-02,3.079174E-03,-3.335813E-01,2.668099E-03,1.682858E+03,8.092494E+03,8.443603E-02,3.079174E-03,-3.335813E-01,2.668099E-03,2.08851E+00
2.42E-01,7.741052E-02,2.839375E-03,-2.741349E-01,2.147384E-03,8.410748E-02,3.079943E-03,-3.3293E-01,8.402283E-03,1.691341E+03,8.603339E+03,8.410748E-02,3.079943E-03,-3.3293E-01,8.402283E-03,2.097185E+00
2.43E-01,7.713004E-02,2.85829E-03,-2.658537E-01,2.324771E-02,8.377017E-02,3.095978E-03,-3.412448E-01,3.893631E-03,1.700064E+03,7.827085E+03,8.377017E-02,3.095978E-03,-3.412448E-01,3.893631E-03,2.116574E+00
2.44E-01,7.687882E-02,2.88587E-03,-2.651915E-01,6.860415E-03,8.342499E-02,3.08773E-03,-3.421582E-01,-6.47824E-03,1.706995E+03,7.077732E+03,8.342499E-02,3.08773E-03,-3.421582E-01,-6.47824E-03,2.119667E+00
2.45E-01,7.659965E-02,2.872011E-03,-2.663907E-01,-7.192206E-03,8.308585E-02,3.083022E-03,-3.397087E-01,1.768103E-03,1.71422E+03,7.319258E+03,8.308585E-02,3.083022E-03,-3.397087E-01,1.768103E-03,2.125068E+00
2.46E-01,7.634822E-02,2.872556E-03,-2.562567E-01,-1.278795E-02,8.274557E-02,3.091266E-03,-3.25544E-01,2.126204E-02,1.721634E+03,7.604904E+03,8.274557E-02,3.091266E-03,-3.25544E-01,2.126204E-02,2.1395E+00
2.47E-01,7.608714E-02,2.846435E-03,-2.889096E-01,-1.599223E-03,8.243477E-02,3.125546E-03,-3.020732E-01,3.760849E-02,1.72943E+03,7.308142E+03,8.243477E-02,3.125546E-03,-3.020732E-01,3.760849E-02,2.171351E+00
2.48E-01,7.57704E-02,2.869357E-03,-3.224731E-01,1.189183E-02,8.214143E-02,3.166483E-03,-2.919101E-01,3.744928E-02,1.73625E+03,5.643809E+03,8.214143E-02,3.166483E-03,-2.919101E-01,3.744928E-02,2.207611E+00
2.49E-01,7.54422E-02,2.870219E-03,-3.091354E-01,9.273546E-03,8.185094E-02,3.200444E-03,-2.945703E-01,2.49955E-02,1.740717E+03,3.922247E+03,8.185094E-02,3.200444E-03,-2.945703E-01,2.49955E-02,2.239175E+00
2.5E-01,7.515238E-02,2.887784E-03,-2.983636E-01,3.735784E-03,8.155254E-02,3.216354E-03,-3.03946E-01,-2.831673E-03,1.744095E+03,4.715935E+03,8.155254E-02,3.216354E-03,-3.03946E-01,-2.831673E-03,2.25852E+00
2.51E-01,7.484547E-02,2.87769E-03,-3.060545E-01,-4.030163E-03,8.124305E-02,3.194781E-03,-2.987045E-01,-1.557768E-02,1.750149E+03,4.751394E+03,8.124305E-02,3.194781E-03,-2.987045E-01,-1.557768E-02,2.251924E+00
2.52E-01,7.454027E-02,2.879724E-03,-3.104371E-01,7.51767E-03,8.095513E-02,3.185199E-03,-2.92706E-01,-1.285758E-02,1.753597E+03,4.563742E+03,8.095513E-02,3.185199E-03,-2.92706E-01,-1.285758E-02,2.253154E+00
2.53E-01,7.422459E-02,2.892726E-03,-3.100536E-01,1.121959E-02,8.065764E-02,3.169066E-03,-2.954869E-01,-1.329913E-02,1.759277E+03,8.156718E+03,8.065764E-02,3.169066E-03,-2.954869E-01,-1.329913E-02,2.250013E+00
2.54E-01,7.392016E-02,2.902163E-03,-3.069627E-01,3.041526E-03,8.036415E-02,3.1586E-03,-2.975982E-01,-1.780725E-02,1.769911E+03,9.424732E+03,8.036415E-02,3.1586E-03,-2.975982E-01,-1.780725E-02,2.250772E+00
2.55E-01,7.361067E-02,2.898809E-03,-3.144307E-01,-3.524517E-05,8.006244E-02,3.133451E-03,-3.01188E-01,-3.161389E-02,1.778126E+03,6.306698E+03,8.006244E-02,3.133451E-03,-3.01188E-01,-3.161389E-02,2.241275E+00
2.56E-01,7.32913E-02,2.902093E-03,-2.909812E-01,7.931087E-03,7.976178E-02,3.095373E-03,-2.918298E-01,-3.356438E-02,1.782524E+03,5.301533E+03,7.976178E-02,3.095373E-03,-2.918298E-01,-3.356438E-02,2.222403E+00
2.57E-01,7.302897E-02,2.914118E-03,-2.757045E-01,1.203325E-02,7.947905E-02,3.065769E-03,-2.909718E-01,-2.848988E-02,1.788729E+03,6.247307E+03,7.947905E-02,3.065769E-03,-2.909718E-01,-2.848988E-02,2.208992E+00
2.58E-01,7.273989E-02,2.926159E-03,-3.026854E-01,4.997109E-03,7.917984E-02,3.038393E-03,-2.979073E-01,-1.315932E-02,1.795019E+03,6.158147E+03,7.917984E-02,3.038393E-03,-2.979073E-01,-1.315932E-02,2.197551E+00
2.59E-01,7.24236E-02,2.924112E-03,-3.22344E-01,2.665173E-02,7.888324E-02,3.039451E-03,-2.936586E-01,-1.081752E-02,1.801045E+03,6.401927E+03,7.888324E-02,3.039451E-03,-2.936586E-01,-1.081752E-02,2.206573E+00
2.6E-01,7.209521E-02,2.979463E-03,-3.272463E-01,4.829641E-02,7.859252E-02,3.016758E-03,-2.789801E-01,-8.245783E-03,1.807823E+03,6.749218E+03,7.859252E-02,3.016758E-03,-2.789801E-01,-8.245783E-03,2.198208E+00
2.61E-01,7.176911E-02,3.020705E-03,-3.363899E-01,1.472781E-02,7.832528E-02,3.022959E-03,-2.886875E-01,-1.792763E-02,1.814544E+03,8.569368E+03,7.832528E-02,3.022959E-03,-2.886875E-01,-1.792763E-02,2.21023E+00
2.62E-01,7.142243E-02,3.008918E-03,-3.390793E-01,1.989585E-03,7.801514E-02,2.980903E-03,-3.151001E-01,-1.084485E-02,1.824961E+03,1.212107E+04,7.801514E-02,2.980903E-03,-3.151001E-01,-1.084485E-02,2.188166E+00
2.63E-01,7.109095E-02,3.024684E-03,-3.340265E-01,6.672429E-03,7.769508E-02,3.001269E-03,-3.315549E-01,1.085422E-02,1.838786E+03,1.161655E+04,7.769508E-02,3.001269E-03,-3.315549E-01,1.085422E-02,2.212169E+00
2.64E-01,7.075437E-02,3.022263E-03,-3.196294E-01,1.606331E-03,7.735203E-02,3.002611E-03,-3.231234E-01,4.021449E-03,1.848194E+03,1.015329E+04,7.735203E-02,3.002611E-03,-3.231234E-01,4.021449E-03,2.222962E+00
2.65E-01,7.045169E-02,3.027897E-03,-3.177078E-01,4.996934E-03,7.704883E-02,3.009312E-03,-3.068796E-01,-1.492478E-04,1.859093E+03,1.208595E+04,7.704883E-02,3.009312E-03,-3.068796E-01,-1.492478E-04,2.236676E+00
2.66E-01,7.011896E-02,3.032257E-03,-3.396921E-01,5.015978E-03,7.673827E-02,3.002313E-03,-3.145531E-01,-7.36127E-03,1.872366E+03,1.112015E+04,7.673827E-02,3.002313E-03,-3.145531E-01,-7.36127E-03,2.240501E+00
2.67E-01,6.977231E-02,3.037928E-03,-3.411856E-01,4.015329E-03,7.641972E-02,2.99459E-03,-3.171117E-01,-2.35683E-02,1.881333E+03,7.625795E+03,7.641972E-02,2.99459E-03,-3.171117E-01,-2.35683E-02,2.244049E+00
2.68E-01,6.943659E-02,3.040288E-03,-3.311713E-01,-3.708938E-04,7.610405E-02,2.955176E-03,-3.04536E-01,-1.608507E-02,1.887618E+03,8.649194E+03,7.610405E-02,2.955176E-03,-3.04536E-01,-1.608507E-02,2.22372E+00
2.69E-01,6.910996E-02,3.037187E-03,-3.270115E-01,-1.813309E-03,7.581065E-02,2.96242E-03,-2.961829E-01,1.757541E-02,1.898631E+03,7.387604E+03,7.581065E-02,2.96242E-03,-2.961829E-01,1.757541E-02,2.237784E+00
2.7E-01,6.878256E-02,3.036661E-03,-3.269144E-01,-8.012498E-03,7.551168E-02,2.990327E-03,-3.109023E-01,1.97178E-03,1.902393E+03,5.147826E+03,7.551168E-02,2.990327E-03,-3.109023E-01,1.97178E-03,2.267777E+00
2.71E-01,6.845614E-02,3.021162E-03,-3.115888E-01,-1.611001E-02,7.518885E-02,2.966363E-03,-3.085791E-01,-9.403451E-03,1.908927E+03,4.483898E+03,7.518885E-02,2.966363E-03,-3.085791E-01,-9.403451E-03,2.259271E+00
2.72E-01,6.815938E-02,3.004441E-03,-2.835582E-01,-7.077588E-03,7.489453E-02,2.97152E-03,-2.974267E-01,4.231239E-03,1.911361E+03,4.483442E+03,7.489453E-02,2.97152E-03,-2.974267E-01,4.231239E-03,2.272079E+00
2.73E-01,6.788902E-02,3.007007E-03,-2.823351E-01,-4.229385E-04,7.459399E-02,2.974826E-03,-3.108828E-01,-5.312142E-03,1.917894E+03,3.903346E+03,7.459399E-02,2.974826E-03,-3.108828E-01,-5.312142E-03,2.283759E+00
2.74E-01,6.759471E-02,3.003595E-03,-2.950525E-01,-1.15449E-02,7.427276E-02,2.960896E-03,-3.159585E-01,-2.620406E-02,1.919168E+03,3.283427E+03,7.427276E-02,2.960896E-03,-3.159585E-01,-2.620406E-02,2.282897E+00
2.75E-01,6.729891E-02,2.983917E-03,-2.898686E-01,-1.084527E-02,7.396208E-02,2.922418E-03,-2.932137E-01,-1.59177E-02,1.924461E+03,5.605148E+03,7.396208E-02,2.922418E-03,-2.932137E-01,-1.59177E-02,2.262716E+00
2.76E-01,6.701498E-02,2.981905E-03,-2.815033E-01,-6.572328E-03,7.368633E-02,2.92906E-03,-2.776938E-01,8.681645E-03,1.930378E+03,4.833433E+03,7.368633E-02,2.92906E-03,-2.776938E-01,8.681645E-03,2.276331E+00
2.77E-01,6.673591E-02,2.970772E-03,-2.776188E-01,-9.991118E-03,7.340669E-02,2.939781E-03,-2.79549E-01,1.4245E-02,1.934127E+03,5.042395E+03,7.340669E-02,2.939781E-03,-2.79549E-01,1.4245E-02,2.293348E+00
2.78E-01,6.645974E-02,2.961922E-03,-2.799973E-01,-1.116618E-02,7.312724E-02,2.95755E-03,-2.728661E-01,8.047625E-03,1.940463E+03,4.769195E+03,7.312724E-02,2.95755E-03,-2.728661E-01,8.047625E-03,2.316002E+00
2.79E-01,6.617591E-02,2.94844E-03,-2.959874E-01,-8.351487E-03,7.286096E-02,2.955876E-03,-2.615783E-01,3.631329E-03,1.943666E+03,5.731929E+03,7.286096E-02,2.955876E-03,-2.615783E-01,3.631329E-03,2.323143E+00
2.8E-01,6.586776E-02,2.945219E-03,-2.979212E-01,-1.591447E-02,7.260408E-02,2.964813E-03,-2.655408E-01,6.092654E-03,1.951927E+03,6.493677E+03,7.260408E-02,2.964813E-03,-2.655408E-01,6.092654E-03,2.338394E+00
2.81E-01,6.558007E-02,2.916611E-03,-3.056319E-01,-2.043909E-02,7.232987E-02,2.968061E-03,-2.515231E-01,1.147591E-02,1.956653E+03,4.862747E+03,7.232987E-02,2.968061E-03,-2.515231E-01,1.147591E-02,2.349818E+00
2.82E-01,6.52565E-02,2.904341E-03,-3.04851E-01,-3.589327E-02,7.210103E-02,2.987765E-03,-2.479514E-01,7.884711E-03,1.961652E+03,5.89164E+03,7.210103E-02,2.987765E-03,-2.479514E-01,7.884711E-03,2.372898E+00
2.83E-01,6.497037E-02,2.844824E-03,-2.972306E-01,-4.058839E-02,7.183397E-02,2.983831E-03,-2.480183E-01,-4.52007E-03,1.968436E+03,7.314915E+03,7.183397E-02,2.983831E-03,-2.480183E-01,-4.52007E-03,2.378578E+00
2.84E-01,6.466204E-02,2.823164E-03,-3.147484E-01,2.093612E-03,7.1605E-02,2.978725E-03,-2.483922E-01,-1.745687E-02,1.976282E+03,8.876081E+03,7.1605E-02,2.978725E-03,-2.483922E-01,-1.745687E-02,2.382096E+00
2.85E-01,6.434087E-02,2.849011E-03,-3.139864E-01,1.096546E-02,7.133719E-02,2.948917E-03,-2.75925E-01,-3.699033E-02,1.986189E+03,8.459901E+03,7.133719E-02,2.948917E-03,-2.75925E-01,-3.699033E-02,2.36713E+00
2.86E-01,6.403407E-02,2.845095E-03,-3.052302E-01,-2.503945E-02,7.105315E-02,2.904744E-03,-3.027347E-01,-1.518664E-02,1.993202E+03,7.642039E+03,7.105315E-02,2.904744E-03,-3.027347E-01,-1.518664E-02,2.341021E+00
2.87E-01,6.373033E-02,2.796405E-03,-3.001838E-01,-4.515299E-02,7.073172E-02,2.918544E-03,-3.268228E-01,2.998284E-02,2.001473E+03,8.259932E+03,7.073172E-02,2.918544E-03,-3.268228E-01,2.998284E-02,2.362808E+00
2.88E-01,6.34337E-02,2.754789E-03,-2.935223E-01,-2.973405E-02,7.03995E-02,2.96471E-03,-3.244383E-01,2.241223E-02,2.009722E+03,9.113573E+03,7.03995E-02,2.96471E-03,-3.244383E-01,2.241223E-02,2.411452E+00
2.89E-01,6.314168E-02,2.736947E-03,-2.902703E-01,-1.489945E-03,7.008284E-02,2.963368E-03,-3.092562E-01,-1.243136E-02,2.0197E+03,9.077263E+03,7.008284E-02,2.963368E-03,-3.092562E-01,-1.243136E-02,2.421241E+00
2.9E-01,6.285316E-02,2.751809E-03,-2.945454E-01,7.943646E-03,6.978099E-02,2.939847E-03,-3.168872E-01,-2.283461E-02,2.027876E+03,8.000752E+03,6.978099E-02,2.939847E-03,-3.168872E-01,-2.283461E-02,2.412423E+00
2.91E-01,6.255259E-02,2.752834E-03,-2.747671E-01,3.110391E-03,6.944907E-02,2.917699E-03,-3.311853E-01,-1.035069E-02,2.035701E+03,7.797776E+03,6.944907E-02,2.917699E-03,-3.311853E-01,-1.035069E-02,2.4057E+00
2.92E-01,6.230362E-02,2.75803E-03,-2.5782E-01,2.010896E-03,6.911862E-02,2.919145E-03,-3.296627E-01,9.095126E-03,2.043472E+03,7.572403E+03,6.911862E-02,2.919145E-03,-3.296627E-01,9.095126E-03,2.418384E+00
2.93E-01,6.203695E-02,2.756856E-03,-2.642567E-01,7.477095E-03,6.878974E-02,2.935889E-03,-3.276708E-01,1.233304E-02,2.050846E+03,7.348245E+03,6.878974E-02,2.935889E-03,-3.276708E-01,1.233304E-02,2.443853E+00
2.94E-01,6.177511E-02,2.772984E-03,-2.630164E-01,2.554647E-02,6.846328E-02,2.943812E-03,-3.287007E-01,8.406253E-03,2.058168E+03,6.996714E+03,6.846328E-02,2.943812E-03,-3.287007E-01,8.406253E-03,2.46211E+00
2.95E-01,6.151092E-02,2.807949E-03,-2.66224E-01,2.070698E-02,6.813234E-02,2.952702E-03,-3.314138E-01,5.490491E-03,2.06484E+03,4.753043E+03,6.813234E-02,2.952702E-03,-3.314138E-01,5.490491E-03,2.481517E+00
2.96E-01,6.124266E-02,2.814398E-03,-2.597107E-01,2.634178E-03,6.780045E-02,2.954793E-03,-3.36048E-01,1.139249E-02,2.067674E+03,4.463391E+03,6.780045E-02,2.954793E-03,-3.36048E-01,1.139249E-02,2.495412E+00
2.97E-01,6.09915E-02,2.813217E-03,-2.645128E-01,-1.532308E-02,6.746024E-02,2.975487E-03,-3.395802E-01,1.853972E-02,2.073766E+03,6.252774E+03,6.746024E-02,2.975487E-03,-3.395802E-01,1.853972E-02,2.525523E+00
2.98E-01,6.071364E-02,2.783752E-03,-2.620459E-01,-5.29147E-03,6.712129E-02,2.991872E-03,-3.318404E-01,1.109093E-02,2.08018E+03,9.904459E+03,6.712129E-02,2.991872E-03,-3.318404E-01,1.109093E-02,2.552219E+00
2.99E-01,6.046741E-02,2.802634E-03,-2.617988E-01,2.034284E-02,6.679656E-02,2.997669E-03,-3.192632E-01,3.234603E-03,2.093575E+03,9.004337E+03,6.679656E-02,2.997669E-03,-3.192632E-01,3.234603E-03,2.569572E+00
3E-01,6.019004E-02,2.824438E-03,-2.874383E-01,1.77364E-02,6.648276E-02,2.998341E-03,-3.069137E-01,-4.912464E-04,2.098188E+03,6.050755E+03,6.648276E-02,2.998341E-03,-3.069137E-01,-4.912464E-04,2.582263E+00
3.01E-01,5.989253E-02,2.838107E-03,-3.078534E-01,-8.400699E-04,6.618274E-02,2.996686E-03,-3.100429E-01,-2.218497E-02,2.105677E+03,6.601554E+03,6.618274E-02,2.996686E-03,-3.100429E-01,-2.218497E-02,2.592523E+00
3.02E-01,5.957433E-02,2.822758E-03,-3.000984E-01,-7.492426E-04,6.586268E-02,2.953971E-03,-2.953805E-01,-2.544691E-02,2.111392E+03,5.391619E+03,6.586268E-02,2.953971E-03,-2.953805E-01,-2.544691E-02,2.568021E+00
3.03E-01,5.929233E-02,2.836608E-03,-2.936538E-01,1.1989E-02,6.559197E-02,2.945792E-03,-2.885955E-01,-1.176087E-02,2.11646E+03,3.15345E+03,6.559197E-02,2.945792E-03,-2.885955E-01,-1.176087E-02,2.571475E+00
3.04E-01,5.898703E-02,2.846736E-03,-3.063375E-01,1.062429E-02,6.528548E-02,2.93045E-03,-2.975901E-01,1.098392E-03,2.117698E+03,6.070527E+03,6.528548E-02,2.93045E-03,-2.975901E-01,1.098392E-03,2.570093E+00
3.05E-01,5.867966E-02,2.857857E-03,-3.072329E-01,3.909237E-03,6.499679E-02,2.947989E-03,-2.956544E-01,1.415784E-02,2.128601E+03,9.132366E+03,6.499679E-02,2.947989E-03,-2.956544E-01,1.415784E-02,2.596923E+00
3.06E-01,5.837423E-02,2.854859E-03,-3.144145E-01,2.628025E-03,6.469418E-02,2.958765E-03,-2.787805E-01,1.074435E-02,2.135963E+03,6.503063E+03,6.469418E-02,2.958765E-03,-2.787805E-01,1.074435E-02,2.618577E+00
3.07E-01,5.805083E-02,2.863113E-03,-3.367361E-01,2.36611E-03,6.443923E-02,2.969478E-03,-2.65345E-01,6.506939E-04,2.141607E+03,6.907604E+03,6.443923E-02,2.969478E-03,-2.65345E-01,6.506939E-04,2.638428E+00
3.08E-01,5.770075E-02,2.859591E-03,-3.486257E-01,6.371418E-03,6.416349E-02,2.960067E-03,-2.782663E-01,-1.541002E-03,2.149778E+03,7.023591E+03,6.416349E-02,2.960067E-03,-2.782663E-01,-1.541002E-03,2.641365E+00
3.09E-01,5.735358E-02,2.875856E-03,-3.572586E-01,7.296984E-03,6.38827E-02,2.966396E-03,-2.684658E-01,1.074905E-03,2.155654E+03,8.762945E+03,6.38827E-02,2.966396E-03,-2.684658E-01,1.074905E-03,2.658622E+00
3.1E-01,5.698624E-02,2.874185E-03,-3.657377E-01,1.802201E-03,6.362655E-02,2.962216E-03,-2.727268E-01,-4.233815E-03,2.167304E+03,8.684744E+03,6.362655E-02,2.962216E-03,-2.727268E-01,-4.233815E-03,2.665554E+00
3.11E-01,5.66221E-02,2.87946E-03,-3.4768E-01,-1.051676E-03,6.333725E-02,2.957928E-03,-3.052576E-01,-1.456779E-02,2.173024E+03,5.740661E+03,6.333725E-02,2.957928E-03,-3.052576E-01,-1.456779E-02,2.673841E+00
3.12E-01,5.629088E-02,2.872082E-03,-3.235415E-01,5.582998E-03,6.301604E-02,2.933081E-03,-3.078618E-01,-2.432542E-03,2.178786E+03,8.434564E+03,6.301604E-02,2.933081E-03,-3.078618E-01,-2.432542E-03,2.664908E+00
3.13E-01,5.597502E-02,2.890626E-03,-3.151235E-01,1.166466E-02,6.272152E-02,2.953063E-03,-3.028505E-01,2.581632E-03,2.189893E+03,9.480994E+03,6.272152E-02,2.953063E-03,-3.028505E-01,2.581632E-03,2.695617E+00
3.14E-01,5.566063E-02,2.895411E-03,-3.095288E-01,1.302529E-03,6.241034E-02,2.938244E-03,-3.170673E-01,-1.109494E-02,2.197748E+03,9.329621E+03,6.241034E-02,2.938244E-03,-3.170673E-01,-1.109494E-02,2.695463E+00
