timestamp,elapsed_min,n_eval,id,cost,vel_scene_wheel_f10,vel_scene_wheel_f30,lateral_scene_wheel_f10,lateral_scene_wheel_f30,tumble_scene_wheel_f10,tumble_scene_wheel_f30,yaw_scene_wheel_f10,yaw_scene_wheel_f30,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,solimp_dmax
2026-02-17T18:41:26,6.2,464,ac1b5a17,0.000082,0.1440,0.4547,0.001926,0.002853,0.000000,0.000000,3.3,4.4,0.33,1.00,0.00087493125,0.023689938,0.00099281711,0.013870721,0.13773378,0.06387592,0.36074287,0.0045740776,0.15554699,3.6748953,0.93103844,1.1805973,9.225893e-10,0.40153993
2026-02-17T18:42:22,7.1,536,3efa5a4d,0.000079,0.1439,0.4560,0.001461,0.001662,0.000000,0.000000,5.0,5.4,0.36,1.65,0.00059424114,0.027901596,0.0010634244,0.015678414,0.13272403,0.080818392,0.42823682,0.0059309866,0.092122508,3.6386139,0.89541608,1.197421,9.0874409e-10,0.47440298
2026-02-17T18:42:54,7.6,576,863b906b,0.000058,0.1415,0.4430,0.002002,0.001307,0.000000,0.000000,3.4,3.4,0.40,1.50,0.00073910468,0.029195611,0.001370038,0.013644639,0.16270073,0.068135793,0.37855622,0.0053501344,0.12247029,3.6590509,0.92854637,1.1969567,7.3250004e-10,0.42086093
2026-02-17T18:43:06,7.8,592,a8685f55,0.000049,0.1447,0.4561,0.001710,0.001150,0.000000,0.000000,6.1,3.9,0.42,1.53,0.00077632969,0.025951415,0.0012355337,0.013817157,0.17688876,0.082097237,0.36806097,0.005238593,0.11917515,3.6897976,0.91774689,1.1969367,8.0464465e-10,0.41990461
2026-02-17T18:43:30,8.2,624,77b3b6a1,0.000027,0.1427,0.4474,0.001706,0.001585,0.000000,0.000000,5.5,6.5,0.38,0.82,0.00075273435,0.030172882,0.0013305605,0.011913829,0.18135733,0.065165725,0.38255771,0.0052364641,0.12388262,3.6861161,0.91097588,1.1976868,7.8037893e-10,0.42275553
2026-02-17T18:43:36,8.3,632,41c76e3c,0.000020,0.1442,0.4516,0.001796,0.000679,0.000000,0.000000,3.0,4.7,0.28,0.81,0.00065864389,0.028515021,0.0011087544,0.011486335,0.17292134,0.064474706,0.36965661,0.0051622366,0.090045172,3.6755622,0.91362549,1.1958135,8.7560191e-10,0.41026085
2026-02-17T18:43:42,8.5,640,6576d4a1,0.000018,0.1437,0.4490,0.000988,0.001027,0.000000,0.000000,4.0,4.0,0.25,1.08,0.00068978222,0.0283073,0.0010797481,0.010048653,0.19998377,0.058126285,0.36614491,0.0045149703,0.12611795,3.6827166,0.92193562,1.192118,8.4743949e-10,0.40295194
2026-02-17T18:44:13,9.0,680,bd7c6cd5,0.000006,0.1439,0.4521,0.000987,0.000436,0.000000,0.000000,4.0,3.2,0.30,0.98,0.00075391039,0.032344369,0.0013535711,0.010475011,0.20262167,0.064179544,0.3696433,0.0050322749,0.10457608,3.6760547,0.91100028,1.1903022,8.6587746e-10,0.41006234
2026-02-17T18:44:32,9.3,704,73f02233,0.000005,0.1422,0.4467,0.000810,0.000304,0.000000,0.000000,3.0,4.5,0.34,0.95,0.00075064076,0.032433716,0.001326863,0.010913328,0.21997366,0.067866649,0.37859421,0.0049333738,0.11952395,3.7034552,0.91422374,1.1853654,8.7198459e-10,0.42072908
2026-02-17T18:48:31,13.3,1016,c789ded9,0.000005,0.1418,0.4451,0.000277,0.000830,0.000000,0.000000,4.2,2.3,0.30,0.96,0.00074484854,0.038387025,0.0024448897,0.013334632,0.27398411,0.060906289,0.27234627,0.0044222384,0.097639692,3.7221007,0.89865077,1.1870523,7.9770835e-10,0.31663773
2026-02-17T18:50:21,15.1,1160,45eb30e6,0.000005,0.1428,0.4479,0.000841,0.000467,0.000000,0.000000,3.3,1.9,0.42,1.16,0.00095957453,0.045410595,0.002353906,0.014313886,0.26245448,0.062784488,0.29003568,0.004716052,0.067163804,3.8020011,0.87000924,1.1804247,7.6985672e-10,0.33458142
2026-02-17T18:50:34,15.3,1176,354bfde2,0.000003,0.1427,0.4480,0.000314,0.000600,0.000000,0.000000,2.1,2.7,0.39,0.93,0.00099182362,0.044688255,0.0029284663,0.013956851,0.26987411,0.066309466,0.27712613,0.0045879162,0.076899735,3.8264061,0.86381665,1.184508,7.8158253e-10,0.3250318
