scene,freq,trial_idx,y_off_mm,fail,vel_mm_s,lat_cm,yaw_deg,yaw_pen,tumble,rank_cost
scene4,50.0,1,-6.117478077665798,FALSE,-0.05,0.019,0.9,0.0000,0.0000,0.0002
scene4,50.0,2,-5.663710314470297,FALSE,0.27,0.000,4.5,0.0000,0.0000,-0.0013
scene4,50.0,3,-2.6169490167678564,FALSE,0.11,0.061,2.6,0.0000,0.0000,-0.0005
scene4,50.0,4,-9.940915836272172,FALSE,0.23,0.031,2.6,0.0000,0.0000,-0.0012
scene4,50.0,5,8.601777893332034,FALSE,1.66,0.186,3.5,0.0000,0.0000,-0.0083
scene4,50.0,6,10.199385322982971,FALSE,1.34,0.013,2.3,0.0000,0.0000,-0.0067
scene4,50.0,7,-4.523435133326715,FALSE,0.21,0.070,4.8,0.0000,0.0000,-0.0011
scene4,50.0,8,5.575600108778455,FALSE,1.46,0.040,3.9,0.0000,0.0000,-0.0073
scene4,50.0,9,-1.8865249639391704,FALSE,0.32,0.079,2.3,0.0000,0.0000,-0.0016
scene4,50.0,10,-1.5953548398731747,FALSE,0.16,0.055,5.5,0.0000,0.0000,-0.0008
scene4,50.0,11,-8.037586699820128,FALSE,1.86,0.060,11.4,0.0000,0.0000,-0.0093
scene4,50.0,12,4.286115547677766,FALSE,0.13,0.020,2.9,0.0000,0.0000,-0.0007
scene4,50.0,13,-7.630605749781513,FALSE,0.18,0.067,5.8,0.0000,0.0000,-0.0009
scene4,50.0,14,-1.0943226117484401,FALSE,0.01,0.044,3.3,0.0000,0.0000,-0.0000
scene4,50.0,15,3.8112530234100332,FALSE,0.20,0.205,8.3,0.0000,0.0000,-0.0010
scene4,50.0,16,6.458871319608199,FALSE,1.52,0.176,4.5,0.0000,0.0000,-0.0076
scene4,50.0,17,3.939518725474499,FALSE,-0.05,0.032,1.5,0.0000,0.0000,0.0002
scene4,50.0,18,7.359101521805349,FALSE,1.55,0.335,2.5,0.0000,0.0000,-0.0077
scene4,50.0,19,5.894034152638769,FALSE,-0.13,0.001,0.2,0.0000,0.0000,0.0007
scene_wheel,10.0,0,3.770002553242835,FALSE,9.82,0.027,32.4,0.0000,0.0000,-0.0491
scene_wheel,10.0,1,0.9730704389867197,FALSE,10.76,0.153,16.9,0.0000,0.0000,-0.0538
scene_wheel,10.0,2,0.41504541149681856,FALSE,10.70,0.237,14.1,0.0000,0.0000,-0.0535
